date,rainfall_mm,avg_temp_c,min_temp_c,max_temp_c,humidity_pct,solar_radiation,wind_speed_ms,state,latitude,longitude
2021-02-16,0.05,27.39,23.79,31.5,81.52,20.71,1.48,Delta,6.1984,6.737
2021-02-17,0.14,25.62,21.27,31.22,65.78,21.27,2.4,Delta,6.1984,6.737
2021-02-18,0.0,25.08,19.84,30.1,52.49,18.7,2.16,Delta,6.1984,6.737
2021-02-19,0.0,22.85,17.71,25.99,51.37,14.91,1.93,Delta,6.1984,6.737
2021-02-20,0.0,24.82,18.28,30.58,54.81,15.55,1.49,Delta,6.1984,6.737
2021-02-21,0.0,26.07,21.13,31.46,66.04,14.48,1.13,Delta,6.1984,6.737
2021-02-22,0.0,25.64,21.28,30.43,79.31,15.99,1.16,Delta,6.1984,6.737
2021-02-23,0.04,26.06,22.85,29.43,84.43,15.91,0.92,Delta,6.1984,6.737
2021-02-24,0.04,25.93,22.72,29.71,83.11,17.82,1.42,Delta,6.1984,6.737
2021-02-25,0.29,25.68,22.03,29.93,86.43,18.24,1.89,Delta,6.1984,6.737
2021-02-26,0.85,25.8,23.23,29.11,88.89,15.81,1.43,Delta,6.1984,6.737
2021-02-27,1.13,26.99,23.0,31.39,82.72,15.4,1.24,Delta,6.1984,6.737
2021-02-28,0.39,27.05,23.39,31.5,83.43,19.68,1.15,Delta,6.1984,6.737
2021-03-01,0.42,27.31,23.55,31.88,83.24,21.45,1.69,Delta,6.1984,6.737
2021-03-02,0.0,27.12,23.7,31.5,82.48,18.54,1.35,Delta,6.1984,6.737
2021-03-03,0.0,26.99,22.97,31.52,83.68,20.7,1.39,Delta,6.1984,6.737
2021-03-04,0.0,27.42,23.81,31.75,82.38,21.66,1.38,Delta,6.1984,6.737
2021-03-05,0.0,27.06,23.75,31.17,85.35,21.69,1.51,Delta,6.1984,6.737
2021-03-06,0.0,27.15,23.99,30.94,85.3,16.3,1.71,Delta,6.1984,6.737
2021-03-07,0.82,27.57,24.01,31.71,85.25,19.31,1.7,Delta,6.1984,6.737
2021-03-08,2.57,27.3,24.65,30.44,87.9,18.24,1.98,Delta,6.1984,6.737
2021-03-09,3.02,27.25,24.24,30.72,87.4,18.95,1.98,Delta,6.1984,6.737
2021-03-10,2.61,26.71,24.26,30.02,88.32,20.69,2.5,Delta,6.1984,6.737
2021-03-11,2.8,26.43,24.31,29.39,88.85,17.08,2.11,Delta,6.1984,6.737
2021-03-12,5.36,26.5,23.82,30.09,87.64,15.52,1.58,Delta,6.1984,6.737
2021-03-13,10.76,26.58,24.34,30.27,87.55,10.33,1.99,Delta,6.1984,6.737
2021-03-14,11.35,25.41,23.87,27.37,92.22,12.32,2.3,Delta,6.1984,6.737
2021-03-15,0.8,25.45,22.87,28.49,87.11,16.33,1.37,Delta,6.1984,6.737
2021-03-16,3.25,25.38,22.96,28.13,90.54,13.98,1.71,Delta,6.1984,6.737
2021-03-17,0.72,26.04,23.47,29.62,86.8,12.76,2.0,Delta,6.1984,6.737
2021-03-18,0.52,26.07,23.06,29.78,86.42,14.59,1.56,Delta,6.1984,6.737
2021-03-19,0.65,25.81,23.48,29.27,82.43,11.61,1.08,Delta,6.1984,6.737
2021-03-20,0.16,25.15,22.82,27.91,88.3,15.55,1.61,Delta,6.1984,6.737
2021-03-21,0.18,26.13,23.02,29.27,85.54,21.0,1.46,Delta,6.1984,6.737
2021-03-22,9.38,25.89,23.95,28.81,89.76,16.46,2.34,Delta,6.1984,6.737
2021-03-23,3.22,26.48,23.52,30.22,86.06,19.87,1.59,Delta,6.1984,6.737
2021-03-24,9.15,25.17,23.68,27.14,91.81,13.25,2.34,Delta,6.1984,6.737
2021-03-25,1.99,25.95,22.58,30.22,85.57,12.34,1.8,Delta,6.1984,6.737
2021-03-26,1.64,26.89,22.88,31.26,83.12,20.45,1.1,Delta,6.1984,6.737
2021-03-27,0.0,26.98,23.37,30.95,83.9,13.45,1.21,Delta,6.1984,6.737
2021-03-28,0.0,27.44,23.6,31.68,66.89,18.97,1.53,Delta,6.1984,6.737
2021-03-29,0.0,26.15,21.66,31.4,69.93,16.7,1.08,Delta,6.1984,6.737
2021-03-30,0.0,27.19,23.09,31.77,79.46,14.92,1.16,Delta,6.1984,6.737
2021-03-31,0.0,27.5,23.41,32.41,79.73,16.05,1.26,Delta,6.1984,6.737
2021-04-01,0.11,27.34,23.79,31.32,82.85,18.85,1.15,Delta,6.1984,6.737
2021-04-02,0.11,27.0,23.62,30.61,85.14,20.73,1.2,Delta,6.1984,6.737
2021-04-03,0.08,27.51,23.96,31.77,82.61,18.43,1.07,Delta,6.1984,6.737
2021-04-04,0.08,27.09,24.42,30.47,86.07,20.76,1.36,Delta,6.1984,6.737
2021-04-05,0.11,27.64,23.82,31.76,84.13,18.15,1.61,Delta,6.1984,6.737
2021-04-06,3.63,26.77,24.61,29.66,89.99,18.39,1.87,Delta,6.1984,6.737
2021-04-07,1.94,27.0,24.4,30.24,88.54,17.56,1.86,Delta,6.1984,6.737
2021-04-08,2.95,26.6,24.44,29.67,90.51,16.82,1.89,Delta,6.1984,6.737
2021-04-09,0.89,26.52,23.89,29.84,88.13,15.18,1.91,Delta,6.1984,6.737
2021-04-10,2.88,26.72,23.62,30.12,87.81,23.5,1.46,Delta,6.1984,6.737
2021-04-11,45.91,26.29,24.31,29.4,90.03,20.79,2.03,Delta,6.1984,6.737
2021-04-12,4.47,27.38,23.65,31.86,80.36,22.36,1.42,Delta,6.1984,6.737
2021-04-13,37.15,25.83,23.93,28.56,91.32,20.26,2.01,Delta,6.1984,6.737
2021-04-14,24.57,26.22,21.99,30.53,85.84,23.35,1.94,Delta,6.1984,6.737
2021-04-15,7.58,27.47,23.21,32.14,80.09,23.37,1.09,Delta,6.1984,6.737
2021-04-16,12.08,25.87,23.78,28.38,92.38,17.61,1.92,Delta,6.1984,6.737
2021-04-17,4.37,26.24,23.01,30.12,87.79,16.1,1.78,Delta,6.1984,6.737
2021-04-18,4.44,26.8,24.43,29.81,83.5,10.7,1.42,Delta,6.1984,6.737
2021-04-19,3.09,26.75,23.7,31.02,86.42,22.05,2.04,Delta,6.1984,6.737
2021-04-20,4.22,26.59,24.08,29.95,88.75,17.29,1.67,Delta,6.1984,6.737
2021-04-21,6.83,26.99,24.23,30.41,87.86,20.87,1.74,Delta,6.1984,6.737
2021-04-22,7.59,27.1,24.47,31.16,85.31,19.51,1.77,Delta,6.1984,6.737
2021-04-23,5.42,27.09,24.58,30.68,87.61,22.55,2.18,Delta,6.1984,6.737
2021-04-24,3.36,26.19,24.23,28.6,89.76,15.95,2.16,Delta,6.1984,6.737
2021-04-25,2.62,27.3,23.71,31.71,82.07,18.87,1.25,Delta,6.1984,6.737
2021-04-26,1.85,27.38,24.21,31.17,85.66,18.26,1.43,Delta,6.1984,6.737
2021-04-27,5.3,26.48,24.66,29.03,90.51,17.38,1.84,Delta,6.1984,6.737
2021-04-28,1.81,27.19,24.12,31.22,85.93,17.3,1.31,Delta,6.1984,6.737
2021-04-29,2.76,26.76,24.39,30.46,87.54,22.28,2.12,Delta,6.1984,6.737
2021-04-30,1.85,27.39,23.52,31.98,83.34,19.99,1.33,Delta,6.1984,6.737
2021-05-01,5.41,26.21,24.56,28.16,92.85,20.81,1.73,Delta,6.1984,6.737
2021-05-02,1.28,26.79,23.81,30.25,88.17,19.19,1.52,Delta,6.1984,6.737
2021-05-03,2.64,25.84,24.05,28.28,92.29,18.89,1.71,Delta,6.1984,6.737
2021-05-04,1.6,26.05,23.07,29.69,87.49,17.21,1.92,Delta,6.1984,6.737
2021-05-05,0.87,26.62,23.53,30.54,85.98,19.19,1.69,Delta,6.1984,6.737
2021-05-06,13.16,25.8,23.94,28.56,90.7,18.33,2.33,Delta,6.1984,6.737
2021-05-07,4.39,25.93,23.26,29.5,86.57,17.0,1.6,Delta,6.1984,6.737
2021-05-08,8.92,25.51,23.22,29.11,89.08,18.91,2.17,Delta,6.1984,6.737
2021-05-09,0.93,25.7,23.14,28.85,84.18,14.76,1.04,Delta,6.1984,6.737
2021-05-10,1.93,25.27,22.47,28.54,87.85,14.51,1.27,Delta,6.1984,6.737
2021-05-11,1.62,26.81,23.13,31.0,86.75,19.67,1.67,Delta,6.1984,6.737
2021-05-12,2.32,26.27,24.16,28.89,90.47,14.11,1.77,Delta,6.1984,6.737
2021-05-13,3.18,26.19,24.18,29.07,89.47,15.25,1.42,Delta,6.1984,6.737
2021-05-14,1.94,26.87,24.35,30.24,86.15,18.02,1.14,Delta,6.1984,6.737
2021-05-15,13.22,27.09,24.5,30.23,86.75,19.12,0.92,Delta,6.1984,6.737
2021-05-16,2.99,26.19,24.3,28.77,91.67,17.48,1.8,Delta,6.1984,6.737
2021-05-17,7.76,26.14,24.34,28.62,89.28,15.76,1.07,Delta,6.1984,6.737
2021-05-18,7.96,26.61,24.02,29.92,86.59,14.99,1.03,Delta,6.1984,6.737
2021-05-19,4.82,26.48,24.02,29.76,89.51,19.26,1.62,Delta,6.1984,6.737
2021-05-20,7.96,26.01,24.15,28.46,92.46,16.46,1.92,Delta,6.1984,6.737
2021-05-21,5.94,26.57,23.74,30.4,86.89,20.48,1.61,Delta,6.1984,6.737
2021-05-22,2.01,25.68,24.03,28.29,91.58,14.5,1.65,Delta,6.1984,6.737
2021-05-23,1.77,26.82,23.29,30.89,85.04,20.56,1.25,Delta,6.1984,6.737
2021-05-24,1.4,27.12,24.11,30.5,85.68,20.31,1.31,Delta,6.1984,6.737
2021-05-25,3.7,26.93,24.76,29.98,90.39,18.5,1.88,Delta,6.1984,6.737
2021-05-26,6.11,26.32,24.53,28.66,93.0,17.36,1.84,Delta,6.1984,6.737
2021-05-27,10.1,26.61,24.37,29.73,90.24,16.87,1.68,Delta,6.1984,6.737
2021-05-28,4.58,26.92,24.23,30.29,88.34,18.48,1.4,Delta,6.1984,6.737
2021-05-29,8.29,26.15,24.48,28.19,91.66,17.4,1.44,Delta,6.1984,6.737
2021-05-30,7.43,26.81,24.27,30.26,89.45,17.55,1.67,Delta,6.1984,6.737
2021-05-31,90.37,26.27,24.91,28.2,93.44,17.81,2.03,Delta,6.1984,6.737
2021-06-01,38.1,26.25,24.09,28.73,87.58,9.02,1.17,Delta,6.1984,6.737
2021-06-02,3.0,26.3,23.66,30.27,87.43,19.17,1.34,Delta,6.1984,6.737
2021-06-03,4.86,26.6,23.06,30.59,87.53,21.81,1.64,Delta,6.1984,6.737
2021-06-04,5.87,25.38,24.38,26.99,93.58,16.7,1.71,Delta,6.1984,6.737
2021-06-05,11.63,25.98,23.66,29.41,87.78,11.28,1.47,Delta,6.1984,6.737
2021-06-06,19.65,26.34,23.19,30.08,82.31,15.62,0.87,Delta,6.1984,6.737
2021-06-07,0.25,27.45,23.37,31.6,78.03,23.17,0.72,Delta,6.1984,6.737
2021-06-08,8.72,26.15,23.84,29.31,90.2,15.96,1.62,Delta,6.1984,6.737
2021-06-09,20.26,25.49,23.79,28.1,93.2,9.95,1.75,Delta,6.1984,6.737
2021-06-10,1.18,27.92,23.53,32.68,78.08,21.98,0.91,Delta,6.1984,6.737
2021-06-11,2.53,25.65,24.07,28.34,90.49,10.45,1.95,Delta,6.1984,6.737
2021-06-12,1.69,26.06,23.34,29.96,86.93,18.15,1.45,Delta,6.1984,6.737
2021-06-13,0.56,26.78,23.77,29.55,84.19,17.67,0.84,Delta,6.1984,6.737
2021-06-14,1.82,26.55,24.17,29.8,90.34,14.22,1.87,Delta,6.1984,6.737
2021-06-15,10.51,24.96,23.68,26.87,92.58,16.76,1.92,Delta,6.1984,6.737
2021-06-16,16.68,25.57,23.12,29.26,88.59,20.77,1.75,Delta,6.1984,6.737
2021-06-17,11.98,25.65,22.76,29.04,88.51,20.05,1.66,Delta,6.1984,6.737
2021-06-18,18.67,26.17,23.3,29.36,88.27,15.51,1.38,Delta,6.1984,6.737
2021-06-19,27.36,25.06,23.8,26.71,93.87,20.5,1.8,Delta,6.1984,6.737
2021-06-20,2.53,25.11,22.99,28.08,89.54,16.78,1.88,Delta,6.1984,6.737
2021-06-21,33.6,24.65,22.47,26.91,91.7,13.57,1.5,Delta,6.1984,6.737
2021-06-22,1.28,24.23,22.55,26.5,93.21,14.84,1.52,Delta,6.1984,6.737
2021-06-23,0.72,24.87,21.49,28.52,88.45,12.41,1.58,Delta,6.1984,6.737
2021-06-24,1.05,26.1,22.18,29.95,84.12,18.86,1.03,Delta,6.1984,6.737
2021-06-25,10.35,25.03,23.68,27.03,93.55,19.55,1.4,Delta,6.1984,6.737
2021-06-26,9.58,25.16,23.15,27.9,92.5,14.5,1.96,Delta,6.1984,6.737
2021-06-27,7.79,24.74,23.12,26.95,92.18,12.92,1.74,Delta,6.1984,6.737
2021-06-28,8.16,24.9,22.84,27.33,89.57,18.44,1.27,Delta,6.1984,6.737
2021-06-29,8.79,24.75,22.46,28.05,87.1,12.79,1.28,Delta,6.1984,6.737
2021-06-30,3.67,25.52,21.83,29.32,85.76,18.25,1.34,Delta,6.1984,6.737
2021-07-01,4.6,25.61,23.18,28.53,89.87,17.61,1.71,Delta,6.1984,6.737
2021-07-02,8.71,25.06,23.25,27.66,92.19,17.58,2.04,Delta,6.1984,6.737
2021-07-03,19.16,24.4,22.73,26.64,94.57,7.83,1.82,Delta,6.1984,6.737
2021-07-04,8.37,24.41,21.96,27.74,90.22,15.08,1.29,Delta,6.1984,6.737
2021-07-05,39.83,24.63,22.43,27.85,90.46,14.73,2.28,Delta,6.1984,6.737
2021-07-06,2.03,24.55,21.81,27.75,89.73,14.97,1.91,Delta,6.1984,6.737
2021-07-07,4.44,25.12,22.4,28.42,91.07,18.35,2.12,Delta,6.1984,6.737
2021-07-08,9.9,25.07,23.38,27.9,92.51,16.49,2.11,Delta,6.1984,6.737
2021-07-09,12.85,25.09,22.78,28.45,90.98,8.8,1.72,Delta,6.1984,6.737
2021-07-10,4.22,24.66,22.73,27.46,90.49,15.1,1.5,Delta,6.1984,6.737
2021-07-11,5.51,25.28,21.73,29.03,89.0,15.69,1.7,Delta,6.1984,6.737
2021-07-12,6.03,24.74,22.84,27.42,92.15,14.13,2.0,Delta,6.1984,6.737
2021-07-13,5.9,25.16,22.65,28.38,90.73,20.75,1.88,Delta,6.1984,6.737
2021-07-14,6.42,25.46,22.69,29.04,89.41,15.48,2.18,Delta,6.1984,6.737
2021-07-15,7.38,25.15,22.94,28.07,91.12,13.3,2.23,Delta,6.1984,6.737
2021-07-16,39.17,24.17,22.89,25.76,94.92,9.04,2.58,Delta,6.1984,6.737
2021-07-17,2.28,24.69,22.45,27.84,89.75,15.58,1.35,Delta,6.1984,6.737
2021-07-18,0.32,25.08,22.69,28.53,88.86,14.51,1.97,Delta,6.1984,6.737
2021-07-19,3.11,25.18,22.2,28.86,89.44,15.84,2.2,Delta,6.1984,6.737
2021-07-20,3.71,25.59,22.59,29.38,88.88,15.94,2.29,Delta,6.1984,6.737
2021-07-21,3.51,25.31,22.69,28.81,89.72,13.42,2.21,Delta,6.1984,6.737
2021-07-22,0.74,25.07,22.62,28.32,89.75,11.9,2.09,Delta,6.1984,6.737
2021-07-23,0.79,25.26,22.65,28.69,88.85,15.5,2.19,Delta,6.1984,6.737
2021-07-24,0.41,24.12,21.23,27.44,90.22,19.19,2.24,Delta,6.1984,6.737
2021-07-25,0.83,24.43,20.4,28.85,87.94,16.71,2.19,Delta,6.1984,6.737
2021-07-26,0.29,24.33,21.18,28.44,88.2,15.49,2.18,Delta,6.1984,6.737
2021-07-27,0.65,24.03,21.23,27.73,89.15,16.28,1.99,Delta,6.1984,6.737
2021-07-28,0.28,24.73,21.61,28.71,87.02,18.16,1.69,Delta,6.1984,6.737
2021-07-29,0.28,24.94,21.22,29.31,86.14,15.77,1.97,Delta,6.1984,6.737
2021-07-30,5.37,24.64,21.78,28.35,89.29,15.98,2.23,Delta,6.1984,6.737
2021-07-31,2.82,25.22,21.67,29.38,87.23,18.28,2.04,Delta,6.1984,6.737
2021-08-01,8.3,24.81,22.2,28.17,90.46,13.78,1.85,Delta,6.1984,6.737
2021-08-02,14.77,25.31,22.56,28.62,89.82,13.81,1.6,Delta,6.1984,6.737
2021-08-03,30.68,25.61,23.01,28.79,89.37,14.88,1.97,Delta,6.1984,6.737
2021-08-04,6.36,25.03,23.2,27.76,91.86,13.34,2.26,Delta,6.1984,6.737
2021-08-05,6.21,24.36,22.81,26.6,93.33,13.14,1.65,Delta,6.1984,6.737
2021-08-06,2.26,24.99,22.67,28.06,90.04,16.19,1.6,Delta,6.1984,6.737
2021-08-07,8.47,24.39,23.02,26.56,92.57,11.93,2.49,Delta,6.1984,6.737
2021-08-08,5.84,23.87,22.04,26.2,92.59,8.88,2.19,Delta,6.1984,6.737
2021-08-09,32.6,24.82,21.48,28.49,89.19,13.35,1.49,Delta,6.1984,6.737
2021-08-10,25.27,25.04,22.36,28.02,91.15,12.61,1.7,Delta,6.1984,6.737
2021-08-11,41.46,24.88,22.81,27.98,91.38,6.47,2.57,Delta,6.1984,6.737
2021-08-12,16.69,24.38,22.5,26.91,92.44,13.9,1.64,Delta,6.1984,6.737
2021-08-13,22.51,25.3,22.3,28.95,89.12,16.06,1.81,Delta,6.1984,6.737
2021-08-14,7.58,24.71,22.46,27.37,91.15,15.99,1.68,Delta,6.1984,6.737
2021-08-15,7.77,25.46,22.26,29.29,89.07,16.06,2.12,Delta,6.1984,6.737
2021-08-16,7.14,25.03,22.72,28.47,91.36,8.36,2.17,Delta,6.1984,6.737
2021-08-17,22.64,24.47,22.68,26.99,92.44,13.77,1.54,Delta,6.1984,6.737
2021-08-18,5.24,24.79,22.56,27.98,89.45,15.9,1.54,Delta,6.1984,6.737
2021-08-19,14.73,24.05,22.34,26.3,93.43,16.04,2.01,Delta,6.1984,6.737
2021-08-20,61.58,24.54,22.2,27.81,92.49,12.49,2.31,Delta,6.1984,6.737
2021-08-21,12.69,24.94,22.46,27.92,91.52,12.94,1.63,Delta,6.1984,6.737
2021-08-22,8.29,24.82,22.49,27.81,90.0,16.06,1.62,Delta,6.1984,6.737
2021-08-23,3.68,24.83,22.5,27.85,91.63,16.72,1.36,Delta,6.1984,6.737
2021-08-24,4.42,25.55,23.11,28.98,90.98,10.91,2.47,Delta,6.1984,6.737
2021-08-25,5.81,25.61,23.31,28.56,90.73,15.38,1.55,Delta,6.1984,6.737
2021-08-26,7.17,24.67,23.2,26.5,95.07,12.43,2.01,Delta,6.1984,6.737
2021-08-27,2.1,25.11,22.56,28.35,90.65,15.18,1.43,Delta,6.1984,6.737
2021-08-28,3.91,25.29,22.44,28.22,90.24,17.14,1.37,Delta,6.1984,6.737
2021-08-29,18.11,25.52,23.18,28.58,91.47,16.9,1.95,Delta,6.1984,6.737
2021-08-30,8.86,25.7,22.89,29.26,90.2,15.13,1.57,Delta,6.1984,6.737
2021-08-31,8.92,25.66,23.02,28.71,89.88,17.99,1.7,Delta,6.1984,6.737
2021-09-01,20.71,24.65,23.25,26.25,94.8,7.63,2.57,Delta,6.1984,6.737
2021-09-02,10.34,25.0,22.61,28.4,92.35,14.22,1.81,Delta,6.1984,6.737
2021-09-03,13.8,25.15,22.46,28.72,90.8,10.59,1.81,Delta,6.1984,6.737
2021-09-04,9.06,24.56,22.19,27.76,90.96,16.61,2.2,Delta,6.1984,6.737
2021-09-05,7.13,24.49,22.31,27.2,92.1,14.85,2.08,Delta,6.1984,6.737
2021-09-06,2.91,24.42,22.39,26.77,91.93,15.32,1.57,Delta,6.1984,6.737
2021-09-07,4.85,25.14,22.33,28.24,90.8,17.07,1.65,Delta,6.1984,6.737
2021-09-08,4.1,25.6,22.87,28.77,91.14,16.8,1.39,Delta,6.1984,6.737
2021-09-09,7.91,26.36,23.88,29.53,85.72,16.4,0.76,Delta,6.1984,6.737
2021-09-10,16.12,25.31,23.68,27.42,93.81,12.44,2.22,Delta,6.1984,6.737
2021-09-11,10.25,25.0,23.15,27.41,91.44,17.4,2.2,Delta,6.1984,6.737
2021-09-12,12.02,25.21,22.84,28.23,92.13,16.26,2.3,Delta,6.1984,6.737
2021-09-13,11.92,25.21,22.47,28.72,89.73,11.46,2.36,Delta,6.1984,6.737
2021-09-14,3.33,25.29,21.84,29.27,88.88,15.18,2.03,Delta,6.1984,6.737
2021-09-15,0.67,25.64,21.99,29.23,86.47,19.7,1.01,Delta,6.1984,6.737
2021-09-16,2.51,25.36,23.09,28.33,91.49,13.6,1.83,Delta,6.1984,6.737
2021-09-17,0.51,25.22,23.18,28.34,89.84,15.35,1.73,Delta,6.1984,6.737
2021-09-18,9.8,25.7,23.1,28.93,89.95,17.97,1.88,Delta,6.1984,6.737
2021-09-19,12.27,25.44,22.84,28.65,91.36,19.18,1.7,Delta,6.1984,6.737
2021-09-20,9.09,25.07,23.21,27.91,91.62,18.92,1.92,Delta,6.1984,6.737
2021-09-21,18.72,24.58,22.85,26.99,94.09,9.57,2.14,Delta,6.1984,6.737
2021-09-22,4.61,24.76,22.91,27.26,92.11,13.19,1.38,Delta,6.1984,6.737
2021-09-23,1.21,26.18,22.63,29.59,81.08,16.82,0.47,Delta,6.1984,6.737
2021-09-24,5.43,25.02,22.86,27.76,91.84,12.13,1.44,Delta,6.1984,6.737
2021-09-25,26.86,24.02,22.07,26.21,90.6,10.63,1.53,Delta,6.1984,6.737
2021-09-26,1.11,24.81,21.39,28.66,89.16,13.75,1.55,Delta,6.1984,6.737
2021-09-27,2.18,25.34,22.9,28.59,88.95,15.25,1.33,Delta,6.1984,6.737
2021-09-28,2.32,25.8,22.37,29.74,88.2,19.0,1.81,Delta,6.1984,6.737
2021-09-29,1.8,24.46,22.94,26.15,92.68,14.86,1.41,Delta,6.1984,6.737
2021-09-30,8.63,25.59,23.03,28.76,89.31,17.03,1.03,Delta,6.1984,6.737
2021-10-01,17.36,24.86,23.45,26.96,93.86,15.31,1.98,Delta,6.1984,6.737
2021-10-02,2.77,25.93,22.87,29.28,89.5,19.53,1.55,Delta,6.1984,6.737
2021-10-03,2.43,25.45,23.42,28.06,92.11,18.78,1.85,Delta,6.1984,6.737
2021-10-04,0.94,26.13,22.59,29.9,87.9,22.47,1.16,Delta,6.1984,6.737
2021-10-05,25.35,25.22,23.96,27.13,94.28,19.36,1.47,Delta,6.1984,6.737
2021-10-06,49.49,25.6,23.76,28.43,91.47,18.28,1.69,Delta,6.1984,6.737
2021-10-07,3.13,26.62,22.9,30.45,82.22,17.8,0.81,Delta,6.1984,6.737
2021-10-08,2.73,27.15,23.38,30.9,85.36,19.03,0.95,Delta,6.1984,6.737
2021-10-09,67.31,25.18,24.04,26.4,95.87,16.61,2.7,Delta,6.1984,6.737
2021-10-10,1.49,26.19,23.46,29.61,90.71,15.42,1.54,Delta,6.1984,6.737
2021-10-11,3.63,25.41,23.73,27.15,93.21,15.24,1.54,Delta,6.1984,6.737
2021-10-12,2.99,25.47,23.45,28.07,92.65,17.81,1.29,Delta,6.1984,6.737
2021-10-13,3.02,26.05,23.25,29.49,90.33,20.62,1.86,Delta,6.1984,6.737
2021-10-14,1.88,25.68,23.53,28.8,90.59,18.36,1.83,Delta,6.1984,6.737
2021-10-15,0.66,26.19,22.86,30.06,88.12,18.66,1.78,Delta,6.1984,6.737
2021-10-16,3.18,26.28,23.2,29.84,90.06,18.78,2.26,Delta,6.1984,6.737
2021-10-17,7.27,25.57,23.38,28.62,92.5,16.36,2.02,Delta,6.1984,6.737
2021-10-18,0.43,25.82,22.88,28.81,87.69,17.87,0.98,Delta,6.1984,6.737
2021-10-19,2.36,25.2,23.29,27.54,92.11,11.8,1.85,Delta,6.1984,6.737
2021-10-20,1.16,24.68,23.06,26.82,92.84,17.0,1.58,Delta,6.1984,6.737
2021-10-21,1.35,25.93,22.66,29.67,88.73,18.3,1.33,Delta,6.1984,6.737
2021-10-22,36.4,24.73,23.34,26.06,95.43,10.37,2.28,Delta,6.1984,6.737
2021-10-23,8.04,24.93,22.66,27.56,90.62,16.65,1.36,Delta,6.1984,6.737
2021-10-24,0.4,26.82,22.64,30.88,82.26,23.79,0.77,Delta,6.1984,6.737
2021-10-25,4.79,26.33,23.27,29.42,88.97,15.45,1.12,Delta,6.1984,6.737
2021-10-26,3.43,26.06,23.69,29.39,89.49,18.35,1.77,Delta,6.1984,6.737
2021-10-27,3.9,26.35,23.35,30.38,86.87,16.81,1.26,Delta,6.1984,6.737
2021-10-28,15.25,25.29,23.42,27.74,90.23,11.7,1.18,Delta,6.1984,6.737
2021-10-29,8.82,26.73,23.31,30.44,84.07,21.16,0.79,Delta,6.1984,6.737
2021-10-30,8.74,25.14,23.74,26.62,94.37,15.71,2.1,Delta,6.1984,6.737
2021-10-31,6.17,25.49,22.83,28.94,90.08,16.22,1.51,Delta,6.1984,6.737
2021-11-01,27.66,25.05,22.71,27.8,92.43,17.55,1.62,Delta,6.1984,6.737
2021-11-02,1.0,25.49,23.02,28.71,88.41,15.55,1.33,Delta,6.1984,6.737
2021-11-03,0.71,26.33,22.2,30.35,85.17,17.58,0.98,Delta,6.1984,6.737
2021-11-04,2.89,26.05,23.71,29.04,90.2,17.39,1.11,Delta,6.1984,6.737
2021-11-05,2.67,25.91,24.14,28.59,91.41,12.18,1.29,Delta,6.1984,6.737
2021-11-06,1.62,24.82,23.92,26.21,94.99,17.56,1.96,Delta,6.1984,6.737
2021-11-07,10.4,25.4,23.66,27.43,92.28,14.44,1.13,Delta,6.1984,6.737
2021-11-08,6.66,25.82,24.01,28.76,92.45,15.88,1.61,Delta,6.1984,6.737
2021-11-09,14.75,25.94,23.6,28.73,91.54,17.16,1.5,Delta,6.1984,6.737
2021-11-10,15.1,25.92,23.83,28.21,91.71,16.36,1.39,Delta,6.1984,6.737
2021-11-11,13.19,25.52,24.05,27.83,93.14,13.07,1.63,Delta,6.1984,6.737
2021-11-12,1.98,25.05,23.11,27.96,92.58,19.51,2.0,Delta,6.1984,6.737
2021-11-13,1.74,26.25,22.27,30.68,84.97,19.24,0.9,Delta,6.1984,6.737
2021-11-14,6.42,26.34,23.28,29.96,87.88,17.43,1.03,Delta,6.1984,6.737
2021-11-15,6.23,26.32,23.68,29.35,89.89,18.25,1.3,Delta,6.1984,6.737
2021-11-16,6.41,26.34,24.09,29.59,88.37,16.64,1.61,Delta,6.1984,6.737
2021-11-17,1.03,26.31,23.31,29.78,87.62,15.79,1.07,Delta,6.1984,6.737
2021-11-18,1.36,26.58,23.4,30.12,87.72,18.92,1.09,Delta,6.1984,6.737
2021-11-19,12.88,25.77,24.11,28.92,92.3,18.23,1.9,Delta,6.1984,6.737
2021-11-20,8.84,26.48,23.21,30.27,84.86,16.01,1.32,Delta,6.1984,6.737
2021-11-21,0.81,26.76,23.05,30.54,84.87,17.5,0.9,Delta,6.1984,6.737
2021-11-22,7.93,26.5,23.8,29.35,88.5,19.03,1.08,Delta,6.1984,6.737
2021-11-23,13.4,26.44,24.14,29.88,88.84,16.29,1.19,Delta,6.1984,6.737
2021-11-24,2.8,26.75,23.03,30.54,85.19,20.34,1.05,Delta,6.1984,6.737
2021-11-25,7.29,26.8,23.47,30.07,85.32,18.43,1.15,Delta,6.1984,6.737
2021-11-26,3.22,26.82,23.74,30.49,84.61,18.9,1.0,Delta,6.1984,6.737
2021-11-27,0.41,26.56,23.77,30.14,85.8,18.34,0.94,Delta,6.1984,6.737
2021-11-28,0.26,26.58,23.18,30.02,85.58,18.72,1.08,Delta,6.1984,6.737
2021-11-29,0.47,26.38,23.67,29.61,86.51,17.26,1.17,Delta,6.1984,6.737
2021-11-30,0.34,26.82,22.56,30.93,80.14,17.3,0.94,Delta,6.1984,6.737
2021-12-01,0.07,26.02,21.96,30.33,75.78,18.82,0.99,Delta,6.1984,6.737
2021-12-02,0.93,26.16,22.51,29.94,86.2,18.25,1.13,Delta,6.1984,6.737
