Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21156","Edible offal of goat, fresh, chilled or frozen","2021","2021","An","27888119","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2022","2022","t","46413.81","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21156","Edible offal of goat, fresh, chilled or frozen","2022","2022","An","28195526","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2023","2023","t","46623.29","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21156","Edible offal of goat, fresh, chilled or frozen","2023","2023","An","28359786","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21156","Edible offal of goat, fresh, chilled or frozen","2024","2024","t","46784.92","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21156","Edible offal of goat, fresh, chilled or frozen","2024","2024","An","28495333","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2019","2019","t","14186.75","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2019","2019","An","7093365","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2020","2020","t","14928.52","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2020","2020","An","7464245","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2021","2021","t","15649.48","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2021","2021","An","7824723","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2022","2022","t","16140.33","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2022","2022","An","8070145","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2023","2023","t","16611.51","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2023","2023","An","8305736","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2024","2024","t","17155.43","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2024","2024","An","8577694","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2019","2019","t","28137.22","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2019","2019","An","19099553","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2020","2020","t","28092.04","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2020","2020","An","19419135","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2021","2021","t","29050.12","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2021","2021","An","19949974","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2022","2022","t","29272.11","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2022","2022","An","20475867","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2023","2023","t","29449.8","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2023","2023","An","20893106","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2024","2024","t","29620.72","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2024","2024","An","19686361","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21511.01","Fat of pigs","2019","2019","t","17733.44","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2019","2019","An","7093365","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21511.01","Fat of pigs","2020","2020","t","18660.65","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2020","2020","An","7464245","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21511.01","Fat of pigs","2021","2021","t","19561.85","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2021","2021","An","7824723","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21511.01","Fat of pigs","2022","2022","t","20175.41","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2022","2022","An","8070145","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21511.01","Fat of pigs","2023","2023","t","20764.39","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2023","2023","An","8305736","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21511.01","Fat of pigs","2024","2024","t","21444.29","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2024","2024","An","8577694","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01193","Fonio","2019","2019","ha","176423","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01193","Fonio","2019","2019","kg/ha","486.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01193","Fonio","2019","2019","t","85758.79","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01193","Fonio","2020","2020","ha","176907","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01193","Fonio","2020","2020","kg/ha","482.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01193","Fonio","2020","2020","t","85322.39","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01193","Fonio","2021","2021","ha","174936","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01193","Fonio","2021","2021","kg/ha","485.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01193","Fonio","2021","2021","t","84874.74","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01193","Fonio","2022","2022","ha","172388","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01193","Fonio","2022","2022","kg/ha","488.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01193","Fonio","2022","2022","t","84170","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01193","Fonio","2023","2023","ha","172102","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01193","Fonio","2023","2023","kg/ha","487.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01193","Fonio","2023","2023","t","83928.55","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01193","Fonio","2024","2024","ha","175029","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01193","Fonio","2024","2024","kg/ha","487.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01193","Fonio","2024","2024","t","85252.22","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2019","2019","t","172099.63","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2020","2020","t","174335.81","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2021","2021","t","178250.66","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2022","2022","t","178441","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2023","2023","t","176601.55","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2024","2024","t","178445.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01657","Ginger, raw","2019","2019","ha","93730","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01657","Ginger, raw","2019","2019","kg/ha","7244.6","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01657","Ginger, raw","2019","2019","t","679040","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01657","Ginger, raw","2020","2020","ha","102060","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01657","Ginger, raw","2020","2020","kg/ha","6676.4","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01657","Ginger, raw","2020","2020","t","681390","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01657","Ginger, raw","2021","2021","ha","102320","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01657","Ginger, raw","2021","2021","kg/ha","6910.7","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01657","Ginger, raw","2021","2021","t","707100","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01657","Ginger, raw","2022","2022","ha","96266","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01657","Ginger, raw","2022","2022","kg/ha","7806.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01657","Ginger, raw","2022","2022","t","751473.5","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01657","Ginger, raw","2023","2023","ha","89984","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01657","Ginger, raw","2023","2023","kg/ha","8637","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01657","Ginger, raw","2023","2023","t","777194.95","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01657","Ginger, raw","2024","2024","ha","89430","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01657","Ginger, raw","2024","2024","kg/ha","8598.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01657","Ginger, raw","2024","2024","t","768922.05","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21515","Goat fat, unrendered","2019","2019","t","6825.77","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2019","2019","An","27332637","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21515","Goat fat, unrendered","2020","2020","t","6809.8","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2020","2020","An","27502538","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21515","Goat fat, unrendered","2021","2021","t","6883.07","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2021","2021","An","27888119","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21515","Goat fat, unrendered","2022","2022","t","6962.07","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2022","2022","An","28195526","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21515","Goat fat, unrendered","2023","2023","t","6993.49","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2023","2023","An","28359786","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21515","Goat fat, unrendered","2024","2024","t","7017.74","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2024","2024","An","28495333","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5111","Stocks","02123","Goats","2019","2019","An","81875539","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5111","Stocks","02123","Goats","2020","2020","An","84039154","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5111","Stocks","02123","Goats","2021","2021","An","86140133","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5111","Stocks","02123","Goats","2022","2022","An","88043009","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5111","Stocks","02123","Goats","2023","2023","An","89536070","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5111","Stocks","02123","Goats","2024","2024","An","90970883","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01290.01","Green corn (maize)","2019","2019","ha","199167","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01290.01","Green corn (maize)","2019","2019","kg/ha","3873.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01290.01","Green corn (maize)","2019","2019","t","771556.09","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01290.01","Green corn (maize)","2020","2020","ha","199012","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01290.01","Green corn (maize)","2020","2020","kg/ha","3902.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01290.01","Green corn (maize)","2020","2020","t","776618.74","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01290.01","Green corn (maize)","2021","2021","ha","200404","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01290.01","Green corn (maize)","2021","2021","kg/ha","3929.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01290.01","Green corn (maize)","2021","2021","t","787486.21","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01290.01","Green corn (maize)","2022","2022","ha","200186","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01290.01","Green corn (maize)","2022","2022","kg/ha","3936.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01290.01","Green corn (maize)","2022","2022","t","787950.38","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01290.01","Green corn (maize)","2023","2023","ha","200663","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01290.01","Green corn (maize)","2023","2023","kg/ha","3955.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01290.01","Green corn (maize)","2023","2023","t","793689.44","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01290.01","Green corn (maize)","2024","2024","ha","201276","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01290.01","Green corn (maize)","2024","2024","kg/ha","3972.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01290.01","Green corn (maize)","2024","2024","t","799511.1","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01252","Green garlic","2019","2019","ha","163","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01252","Green garlic","2019","2019","kg/ha","13055.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01252","Green garlic","2019","2019","t","2133.33","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01252","Green garlic","2020","2020","ha","159","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01252","Green garlic","2020","2020","kg/ha","13056.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01252","Green garlic","2020","2020","t","2077.78","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01252","Green garlic","2021","2021","ha","153","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01252","Green garlic","2021","2021","kg/ha","13056.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01252","Green garlic","2021","2021","t","2003.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01252","Green garlic","2022","2022","ha","159","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01252","Green garlic","2022","2022","kg/ha","13056.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01252","Green garlic","2022","2022","t","2071.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01252","Green garlic","2023","2023","ha","157","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01252","Green garlic","2023","2023","kg/ha","13056.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01252","Green garlic","2023","2023","t","2051.03","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01252","Green garlic","2024","2024","ha","156","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01252","Green garlic","2024","2024","kg/ha","13056.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01252","Green garlic","2024","2024","t","2042.11","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","23913","Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg","2020","2020","t","1200","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","23913","Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg","2021","2021","t","965.26","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","23913","Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg","2022","2022","t","1608","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","23913","Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg","2023","2023","t","1440","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2162","Groundnut oil","2019","2019","t","375100","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2162","Groundnut oil","2020","2020","t","364100","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2162","Groundnut oil","2021","2021","t","364100","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2162","Groundnut oil","2022","2022","t","377300","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","2162","Groundnut oil","2023","2023","t","390500","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","0142","Groundnuts, excluding shelled","2019","2019","ha","3601541","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","0142","Groundnuts, excluding shelled","2019","2019","kg/ha","1209.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0142","Groundnuts, excluding shelled","2019","2019","t","4357032.01","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","0142","Groundnuts, excluding shelled","2020","2020","ha","3620190","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","0142","Groundnuts, excluding shelled","2020","2020","kg/ha","1168.6","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0142","Groundnuts, excluding shelled","2020","2020","t","4230560","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","0142","Groundnuts, excluding shelled","2021","2021","ha","3702210","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","0142","Groundnuts, excluding shelled","2021","2021","kg/ha","1141.9","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0142","Groundnuts, excluding shelled","2021","2021","t","4227520","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","0142","Groundnuts, excluding shelled","2022","2022","ha","3400000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","0142","Groundnuts, excluding shelled","2022","2022","kg/ha","1260","X","Value from external organization",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0142","Groundnuts, excluding shelled","2022","2022","t","4284000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","0142","Groundnuts, excluding shelled","2023","2023","ha","3450000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","0142","Groundnuts, excluding shelled","2023","2023","kg/ha","1246.4","X","Value from external organization",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0142","Groundnuts, excluding shelled","2023","2023","t","4300000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","0142","Groundnuts, excluding shelled","2024","2024","ha","3450000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","0142","Groundnuts, excluding shelled","2024","2024","kg/ha","1246.4","X","Value from external organization",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0142","Groundnuts, excluding shelled","2024","2024","t","4300000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5413","Yield","0231","Hen eggs in shell, fresh","2019","2019","No/An","111","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2019","2019","g/An","4453","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0231","Hen eggs in shell, fresh","2019","2019","t","640000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5513","Production","0231","Hen eggs in shell, fresh","2019","2019","1000 No","16000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5313","Laying","0231","Hen eggs in shell, fresh","2019","2019","1000 An","143727","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5413","Yield","0231","Hen eggs in shell, fresh","2020","2020","No/An","114","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2020","2020","g/An","4571","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0231","Hen eggs in shell, fresh","2020","2020","t","640000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5513","Production","0231","Hen eggs in shell, fresh","2020","2020","1000 No","16000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5313","Laying","0231","Hen eggs in shell, fresh","2020","2020","1000 An","140000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5413","Yield","0231","Hen eggs in shell, fresh","2021","2021","No/An","115","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2021","2021","g/An","4585","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0231","Hen eggs in shell, fresh","2021","2021","t","640000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5513","Production","0231","Hen eggs in shell, fresh","2021","2021","1000 No","16000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5313","Laying","0231","Hen eggs in shell, fresh","2021","2021","1000 An","139572","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5413","Yield","0231","Hen eggs in shell, fresh","2022","2022","No/An","120","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2022","2022","g/An","4819","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","663153.51","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5513","Production","0231","Hen eggs in shell, fresh","2022","2022","1000 No","16578838","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5313","Laying","0231","Hen eggs in shell, fresh","2022","2022","1000 An","137619","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5413","Yield","0231","Hen eggs in shell, fresh","2023","2023","No/An","124","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5424","Yield/Carcass Weight","0231","Hen eggs in shell, fresh","2023","2023","g/An","4948","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","0231","Hen eggs in shell, fresh","2023","2023","t","670871.34","E","Estimated value",""
